# tri_id  lon  lat  e_ee  e_en  e_nn  e1  e2  azimuth  dilatation  max_shear  second_invariant  e_ee_std  e_en_std  e_nn_std  e1_std  e2_std  dilatation_std  max_shear_std
 1592   120.45867   27.48700         5.236         1.735        -0.780         5.701        -1.245     75.01         4.456         3.473         5.835       9.548       5.319       6.571       8.682       5.886      11.555       4.651
 1593   120.40167   27.26833         4.797         2.143         5.077         7.084         2.790     43.13         9.874         2.147         7.614      12.947       8.487      11.975      10.025      10.617      17.203       5.712
 1596   116.77167   31.39200         0.266         5.619        -1.795         4.948        -6.478     50.20        -1.529         5.713         8.152       4.053       3.510       4.852       4.647       4.361       6.126       3.305
 1597   116.79933   31.08533        -0.014         4.357        11.383        12.858        -1.489     18.70        11.369         7.173        12.944      11.333       5.641       5.539       8.579       7.490      12.754       4.918
 1598   117.09767   31.32167        -3.413         6.201        -8.771         0.663       -12.847     56.68       -12.184         6.755        12.864       4.359       3.810       4.140       4.876       4.697       6.357       3.580
 1599   117.26267   31.22933        -5.762         4.687        -4.654        -0.489        -9.928     41.63       -10.416         4.719         9.940       9.465       7.125      11.101       5.221      12.208      14.409       6.020
 1600   117.86067   31.08300        12.419        -2.849        -1.810        12.968        -2.359    100.91        10.609         7.664        13.181       4.801       6.171      15.393       7.299      12.438      15.977       6.338
 1601   118.01900   30.86567        21.061       -12.625        -1.197        26.762        -6.898    114.30        19.863        16.830        27.636      13.788       9.874       5.304      14.994       6.812      15.039       8.893
 1602   108.74833   23.98867        -3.976         0.329         0.041         0.068        -4.003      4.65        -3.935         2.035         4.003       2.489       3.528       1.673       2.210       2.795       3.100       1.986
 1603   110.06133   23.98533         1.859        -0.237        -3.094         1.870        -3.105     92.74        -1.235         2.488         3.625       2.974       1.422       1.291       2.999       1.380       3.263       1.669
 1604   109.97367   23.37800         1.202        -0.824        -2.860         1.363        -3.021    101.04        -1.658         2.192         3.314       3.422       1.128       1.042       3.085       1.293       3.548       1.564
 1605   109.38700   23.09567        -1.587        -1.383        -0.559         0.403        -2.549    145.20        -2.146         1.476         2.580       1.498       1.223       0.822       0.916       1.588       1.709       0.975
 1606   109.11300   24.42467        -2.764         0.603        -2.243        -1.847        -3.160     33.31        -5.007         0.657         3.660       6.748       1.346       1.115       4.169       3.818       6.845       2.065
 1607   109.68133   24.47700         0.736         1.510        -1.434         1.510        -2.208     62.85        -0.698         1.859         2.675       1.996       1.223       1.019       1.799       1.036       2.070       1.041
 1608   108.05933   23.45500        -3.513         0.316         0.178         0.205        -3.540      4.85        -3.335         1.872         3.546       5.230       2.238       2.214       2.522       4.547       5.775       2.276
 1609   108.25300   22.73733        -0.158        -1.383         1.184         2.050        -1.024    147.94         1.027         1.537         2.292       4.294       2.452       2.646       3.565       2.493       4.634       2.023
 1610   108.77200   23.24933        -1.244        -1.931         0.397         1.674        -2.521    146.51        -0.847         2.098         3.027       4.093       2.128       2.166       3.838       1.721       4.508       1.940
 1611   108.61400   23.58733        -4.338         0.022         0.528         0.528        -4.338      0.26        -3.810         2.433         4.370       2.341       1.771       2.182       2.116       2.329       2.915       1.681
 1612   107.75200   22.77900         0.518        -0.978         1.941         2.439         0.021    153.02         2.459         1.209         2.439       2.500       2.289       2.248       2.934       2.326       3.634       1.926
 1613   107.71633   23.15867        -1.520         0.735         1.124         1.315        -1.711     14.54        -0.396         1.513         2.158       2.979       2.999       3.482       3.040       3.581       4.240       2.557
 1614   111.07167   39.42300         1.457        -2.196         0.839         3.365        -1.070    131.00         2.296         2.217         3.531       2.793       2.045       2.046       2.875       2.412       3.416       2.031
 1615   110.49633   39.40200         1.525        -2.719        -2.243         2.948        -3.667    117.64        -0.719         3.308         4.705       2.059       1.829       2.107       2.078       2.459       3.018       1.705
